42.1525	30.8495
41.9629	38.1839
46.9707	67.0085
50.2807	11.6573
33.8144	34.0065
33.86	39.3802
42.973	51.7959
34.153	10.7742
44.0196	22.7637
33.9999	44.5015
45.5133	61.2399
33.853	59.9264
55.953	64.6527
39.5366	36.0863
35.1043	60.2432
35.3246	52.99
33.7856	42.919
45.3502	60.3605
40.2123	30.6866
54.8625	25.6042
39.3339	80.217
34.0545	46.3957
45.2064	49.4967
44.7209	24.236
49.7706	40.9853
24.4192	57.0054
53.7062	52.5251
48.7375	73.7084
33.8379	74.1065
50.9407	54.2652
34.638	33.6623
34.7844	82.1304
36.3333	59.8924
52.3138	55.2264
33.9394	58.1231
35.6011	52.5652
35.657	11.2126
36.9319	62.2527
34.0244	28.3025
34.4205	40.4984
56.3508	74.1348
45.299	23.7179
40.8166	57.0086
35.1783	53.7623
33.9439	71.7846
33.928	27.9904
34.9885	46.666
37.5855	35.6884
33.8221	67.0744
46.017	61.4572
42.7418	25.6229
45.7138	62.6552
42.8635	84.1953
34.0148	11.7917
45.1204	56.5538
39.125	81.2137
33.8259	60.0647
35.7697	40.8869
33.7723	10.9249
35.4898	11.3356
34.5605	31.541
33.8433	67.8086
59.0137	36.1136
34.3892	49.045
34.3824	32.1154
36.2144	46.5799
45.4425	12.6586
34.4386	28.1294
42.8054	67.9002
33.8019	29.9141
34.335	45.2254
34.6358	30.4395
49.3058	46.5521
38.8013	48.8136
35.6798	50.0318
34.2919	28.0926
33.9567	34.5475
34.0455	33.4498
34.0661	11.7853
34.0912	74.8381
41.4314	63.3971
34.2289	16.4125
51.841	17.2014
37.2992	65.101
38.78	34.2992
37.2435	38.0684
33.9253	41.5152
40.3876	41.4083
38.2294	48.7578
35.2141	62.1616
40.4083	51.4677
38.7844	29.6303
36.5011	79.2943
33.8005	74.4217
36.5977	20.4875
41.7083	61.4062
33.8026	14.2881
35.9497	11.1152
47.5983	52.867
49.4991	19.4266
45.66	20.1859
34.9605	72.4669
38.026	77.1746
41.3873	50.8461
43.1453	75.2816
39.0035	52.4671
39.9108	77.6736
39.2327	36.9872
39.5785	66.6691
33.8074	21.5676
34.399	38.0635
46.5709	23.3975
34.1008	44.9438
33.7749	25.9605
35.5785	45.4133
44.0181	59.2134
36.1869	55.8939
34.5967	35.1845
56.6401	45.0004
34.0105	25.6824
33.7959	35.1723
36.8576	65.1647
36.3218	38.7573
36.9702	59.5132
34.8539	72.5469
37.978	34.7809
36.1269	25.9722
55.8057	22.4629
35.6754	82.5499
34.229	15.1841
33.7723	42.1085
34.1623	61.2106
33.9926	36.3484
33.954	26.0262
37.8487	42.3092
33.82	41.7358
34.5785	12.5772
34.2919	39.1101
62.0186	69.1689
57.7771	67.1329
50.9946	73.4866
33.9633	62.6213
53.0308	11.437
33.7894	30.1983
33.7967	33.8152
36.9057	63.5553
34.0759	12.029
33.805	41.4836
47.1925	54.5878
43.2268	22.173
33.7722	54.424
35.3077	38.5663
35.8383	43.096
39.4966	10.8443
36.6304	6.07556
43.1094	30.4896
34.0468	73.7798
38.7494	51.0211
33.7727	35.9502
33.8083	64.8612
38.176	61.6993
42.4994	60.0123
34.4755	56.65
33.8704	50.1425
35.553	48.8595
45.9932	30.9269
35.2844	77.8725
33.9149	40.7686
35.3419	56.243
33.796	44.1999
34.4977	38.4336
37.0352	56.9709
33.8103	29.3269
36.5778	59.9844
35.8407	15.1483
42.8213	35.2292
43.745	29.5951
52.649	26.4876
33.9591	53.3665
33.9173	41.8907
33.8737	32.9273
39.8211	23.13
44.334	40.5281
34.0482	41.0567
33.7745	72.8865
34.043	85.5324
39.8656	35.2955
34.933	38.2445
48.2518	39.9998
34.4956	34.7913
33.8696	75.9233
39.618	69.6592
42.1646	34.5683
40.4545	78.4725
39.6522	78.6972
33.8002	8.73573
33.8333	59.5609
35.3802	20.9305
37.6309	74.8969
34.4214	15.9792
45.3272	29.3695
33.7749	35.4814
36.526	29.9144
39.3415	47.4015
34.3235	56.8714
34.2934	60.9153
37.6696	69.0455
18.8841	67.287
43.8015	58.6496
36.7859	18.5876
36.4573	83.0949
46.4208	56.4126
43.2387	66.7337
33.773	21.8891
37.623	19.3636
40.8904	63.5199
40.3603	53.6411
33.8153	42.0378
34.1	63.2732
33.787	51.4552
34.0527	72.7417
36.9959	20.6546
33.7728	57.1578
33.7811	31.5001
42.736	61.6059
25.6408	46.863
34.3069	58.5766
35.0441	53.1938
45.7082	10.6381
33.9327	64.8157
37.1386	62.0832
48.3082	52.5987
36.456	63.5657
33.9146	9.18148
39.9446	74.2547
59.5287	88.2862
39.8108	30.8287
39.8788	12.6402
35.4968	46.9316
50.6832	31.7713
35.0389	60.2639
34.1954	53.9652
33.7974	11.9873
39.1989	58.2431
48.2619	64.8331
33.773	42.7278
49.3849	35.4938
34.0749	51.2963
43.7674	55.9701
38.9987	61.4963
34.8976	37.1514
49.1657	39.7026
40.393	84.6775
42.0035	86.4673
47.3468	16.1343
39.4204	51.2014
35.5173	26.6732
37.1936	21.5388
37.7383	25.66
33.772	56.5526
38.3701	29.5603
45.9266	23.6694
39.3764	48.1985
43.0576	56.3494
51.6714	19.0651
33.8112	35.9776
42.1416	64.954
45.2034	51.1584
34.1409	42.8201
34.3436	16.2709
37.2825	23.434
34.8876	59.3263
36.1912	26.1776
62.3675	47.4529
33.7741	66.5607
33.8403	15.5767
38.4284	35.5534
38.6826	55.3248
34.989	47.3346
35.9794	57.9328
36.9531	61.8559
34.0028	55.4935
33.7934	73.1065
36.7223	13.6844
33.8252	3.66252
36.0263	62.9955
34.2771	65.1822
33.7823	45.2944
33.7969	13.5823
34.0007	23.6626
35.026	29.1242
35.4623	36.5118
34.3408	54.8068
33.9637	64.3672
37.5969	50.1036
38.6221	28.4147
35.4149	74.2855
33.8104	76.0775
40.6662	32.0955
37.1108	2.77643
34.0026	16.4344
35.5318	25.1102
33.9689	37.1164
33.7871	42.2633
33.772	31.621
36.0296	15.5008
37.4572	14.7555
33.8481	68.6332
34.3154	46.6518
35.0995	55.2983
45.1801	75.6614
45.2513	43.7109
34.3598	52.9643
43.633	42.5799
48.4157	83.6987
38.9077	33.9106
33.794	63.3771
35.5635	78.0557
39.4593	39.5516
38.4578	35.5586
35.2107	31.6912
36.0795	29.5661
38.4478	39.7463
45.8751	47.2396
34.8154	6.86499
52.9048	70.0395
38.8524	54.943
36.4302	10.1352
39.1746	76.2835
33.9179	19.7838
34.5989	52.2931
40.274	30.5087
40.1605	55.6475
34.6685	70.6444
33.8248	23.7697
45.3302	75.5678
39.5049	3.79407
36.7818	33.3117
37.5373	31.4896
43.9932	39.7317
39.5063	48.0667
36.4838	53.179
36.2902	39.8948
33.8266	18.3438
33.9533	58.7523
43.5275	16.8151
38.7618	33.0202
34.7999	40.5625
35.7768	80.2636
37.6611	22.3136
56.8124	50.8799
39.6542	61.4438
40.5212	55.1988
34.3038	50.9514
38.5806	21.2943
40.7894	42.4977
50.1566	47.7155
33.8715	52.4279
36.8949	46.8009
43.2555	13.2566
36.7264	53.3982
33.8916	44.6833
35.1909	31.289
38.8371	43.5436
33.8637	76.756
33.8012	62.4012
36.938	73.9764
37.9433	45.6182
